,Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z
41224,41225,0.43,Premium,G,VVS1,60.9,58.0,1207,4.88,4.91,2.98
30073,30074,0.32,Premium,E,SI1,62.2,57.0,720,4.43,4.38,2.74
10795,10796,1.15,Premium,G,SI2,62.5,55.0,4861,6.72,6.68,4.19
39715,39716,0.5,Good,E,SI1,64.0,56.0,1090,5.03,4.97,3.2
34870,34871,0.3,Premium,G,VVS2,62.9,55.0,878,4.28,4.24,2.68
22763,22764,1.14,Ideal,F,VVS2,61.9,57.0,10786,6.73,6.68,4.15
22588,22589,1.52,Premium,G,VS1,58.8,61.0,10640,7.54,7.45,4.41
49055,49056,0.59,Ideal,G,VS2,61.9,56.0,2057,5.38,5.42,3.34
50490,50491,0.7,Fair,H,VS2,65.0,56.0,2268,5.6,5.5,3.61
17157,17158,1.51,Good,J,SI1,63.5,58.0,6851,7.24,7.29,4.61
14809,14810,1.36,Premium,I,SI2,62.7,58.0,5963,7.08,7.01,4.42
22012,22013,1.19,Ideal,D,VS1,61.1,57.0,10079,6.84,6.87,4.19
50530,50531,0.7,Good,I,VS1,63.2,55.0,2274,5.58,5.63,3.54
46011,46012,0.53,Very Good,G,VS1,63.2,55.0,1727,5.15,5.13,3.25
40664,40665,0.39,Ideal,G,IF,61.7,55.0,1154,4.68,4.72,2.9
37138,37139,0.37,Premium,E,VS2,60.2,58.0,971,4.68,4.65,2.81
16653,16654,1.53,Fair,J,VS2,64.7,58.0,6659,7.24,7.22,4.68
35927,35928,0.43,Premium,D,SI2,62.6,58.0,919,4.82,4.79,3.01
2171,2172,0.71,Ideal,D,VS2,61.2,56.0,3135,5.76,5.78,3.53
36039,36040,0.41,Premium,G,SI1,61.4,60.0,923,4.82,4.75,2.94
50960,50961,0.54,Ideal,D,VVS2,61.2,55.0,2323,5.31,5.25,3.23
7606,7607,1.0,Good,E,SI2,61.5,61.0,4258,6.35,6.43,3.93
30066,30067,0.4,Good,H,SI2,63.8,57.0,720,4.7,4.67,2.99
46945,46946,0.52,Ideal,E,VS2,61.9,56.0,1815,5.16,5.12,3.18
12009,12010,1.14,Premium,I,VS1,60.3,57.0,5148,6.83,6.81,4.11
47388,47389,0.54,Ideal,E,VS2,62.2,55.0,1847,5.24,5.21,3.25
31107,31108,0.4,Premium,G,VS2,60.4,58.0,753,4.75,4.78,2.88
38150,38151,0.36,Premium,F,VS1,61.3,57.0,1013,4.58,4.56,2.8
11465,11466,1.09,Good,H,SI1,63.6,56.0,5010,6.56,6.53,4.16
25671,25672,1.34,Ideal,E,VVS2,62.6,54.0,14593,7.05,7.07,4.42
26352,26353,0.32,Ideal,G,VS1,62.3,54.0,645,4.37,4.39,2.73
20554,20555,1.6,Premium,J,VS1,61.3,59.0,8870,7.49,7.52,4.6
45439,45440,0.35,Ideal,D,VVS1,61.4,55.0,1672,4.55,4.57,2.8
35793,35794,0.39,Ideal,F,VS1,61.7,56.0,913,4.68,4.72,2.9
754,755,0.9,Very Good,G,SI2,63.1,58.0,2857,6.08,6.02,3.82
15259,15260,1.19,Very Good,G,SI1,62.8,57.0,6127,6.71,6.77,4.23
5093,5094,1.14,Ideal,F,I1,61.7,57.0,3755,6.67,6.7,4.13
53273,53274,0.71,Very Good,G,VS2,62.1,58.0,2649,5.69,5.77,3.56
18899,18900,1.03,Ideal,F,VS1,59.0,55.0,7752,6.67,6.62,3.92
34206,34207,0.34,Premium,F,VS2,59.8,59.0,854,4.55,4.51,2.71
41032,41033,0.41,Ideal,E,VVS2,60.0,57.0,1187,4.81,4.85,2.9
37983,37984,0.38,Ideal,E,VVS2,59.9,61.0,1008,4.71,4.74,2.83
25799,25800,2.02,Premium,F,SI2,61.5,60.0,14790,8.15,8.05,4.98
9740,9741,1.0,Fair,F,SI1,65.8,58.0,4657,6.23,6.15,4.07
52254,52255,1.01,Premium,J,I1,60.7,59.0,2488,6.39,6.42,3.89
25847,25848,1.52,Ideal,F,VS2,62.5,55.0,14915,7.42,7.31,4.6
24292,24293,2.01,Premium,J,VS2,61.8,61.0,12541,8.06,7.97,4.95
44804,44805,0.5,Premium,G,VS1,62.2,59.0,1624,5.04,5.09,3.15
53498,53499,1.01,Premium,J,SI2,59.3,56.0,2683,6.51,6.45,3.84
20634,20635,1.28,Ideal,H,VVS1,61.3,55.0,8928,7.01,7.06,4.31
34548,34549,0.46,Ideal,E,SI2,61.3,56.0,870,4.96,5.02,3.06
685,686,0.87,Very Good,F,SI2,61.0,63.0,2851,6.22,6.07,3.75
22954,22955,1.22,Ideal,G,VVS2,60.0,58.0,11003,6.95,6.99,4.18
3358,3359,0.91,Very Good,H,SI2,63.4,57.0,3382,6.1,6.18,3.89
50119,50120,0.5,Ideal,F,VVS2,61.3,59.0,2210,5.05,5.1,3.11
17440,17441,1.24,Ideal,G,SI1,60.5,60.0,6994,6.97,6.91,4.2
26494,26495,2.24,Premium,I,SI2,62.5,59.0,16097,8.36,8.28,5.2
34637,34638,0.31,Premium,E,VS2,60.0,59.0,872,4.39,4.35,2.62
1038,1039,0.91,Premium,J,SI1,62.8,59.0,2905,6.19,6.14,3.87
40651,40652,0.54,Ideal,H,SI1,62.2,56.0,1154,5.19,5.26,3.25
555,556,0.9,Premium,G,SI1,60.6,62.0,2830,6.21,6.13,3.74
2928,2929,0.91,Very Good,J,VS2,61.6,59.0,3290,6.13,6.25,3.81
1273,1274,0.77,Ideal,D,SI1,62.6,57.0,2949,5.81,5.92,3.67
4481,4482,0.92,Very Good,F,SI2,59.9,60.0,3625,6.26,6.29,3.76
47965,47966,0.52,Premium,D,VS2,60.6,56.0,1919,5.25,5.22,3.17
36023,36024,0.35,Ideal,G,VS1,61.1,56.0,923,4.55,4.58,2.79
46244,46245,0.53,Premium,D,SI1,61.4,57.0,1753,5.26,5.2,3.21
11421,11422,1.07,Ideal,I,SI1,61.7,56.1,5002,6.57,6.59,4.06
31806,31807,0.31,Ideal,D,VS1,61.1,55.0,774,4.37,4.4,2.68
48601,48602,0.6,Premium,D,SI1,60.4,60.0,1996,5.48,5.44,3.3
24288,24289,1.75,Ideal,I,VS2,61.6,55.0,12531,7.72,7.77,4.77
37092,37093,0.41,Ideal,E,SI1,62.9,56.0,969,4.76,4.72,2.98
31459,31460,0.4,Premium,J,VS2,62.5,60.0,765,4.71,4.67,2.93
11652,11653,1.01,Very Good,H,VS1,63.0,55.0,5055,6.35,6.41,4.02
5064,5065,0.3,Premium,G,SI1,62.6,57.0,574,4.34,4.25,2.69
22542,22543,1.61,Very Good,E,SI2,60.4,58.0,10580,7.59,7.64,4.6
41875,41876,0.38,Ideal,D,VVS2,61.3,56.0,1257,4.73,4.63,2.87
20199,20200,2.02,Premium,J,SI2,63.0,58.0,8640,8.07,8.02,5.07
13669,13670,1.19,Premium,H,SI1,61.4,58.0,5595,6.79,6.83,4.18
39698,39699,0.4,Ideal,H,VVS1,62.3,54.0,1088,4.77,4.74,2.96
49311,49312,0.34,Ideal,G,SI1,61.9,55.0,540,4.5,4.52,2.79
40839,40840,0.5,Premium,F,SI2,61.4,61.0,1172,5.14,5.09,3.14
9597,9598,1.04,Ideal,F,SI2,61.8,56.0,4630,6.53,6.49,4.02
6052,6053,0.32,Ideal,I,VS2,61.3,56.0,576,4.43,4.38,2.7
44997,44998,0.31,Premium,I,SI1,62.3,59.0,523,4.32,4.29,2.68
10802,10803,1.06,Ideal,F,SI1,61.2,55.0,4862,6.62,6.57,4.03
35186,35187,0.31,Ideal,G,IF,62.1,54.0,891,4.36,4.37,2.71
13497,13498,0.7,Ideal,D,VVS2,60.7,57.0,5539,5.75,5.78,3.5
47371,47372,0.54,Ideal,E,VS2,61.8,55.0,1847,5.26,5.24,3.24
19602,19603,1.4,Premium,H,SI1,62.2,58.0,8223,7.16,7.12,4.44
27209,27210,2.36,Ideal,J,VS2,60.1,59.0,17534,8.64,8.69,5.21
41796,41797,0.5,Ideal,E,SI1,60.6,57.0,1250,5.19,5.14,3.13
18773,18774,1.03,Premium,E,VS1,59.6,59.0,7677,6.57,6.59,3.92
29462,29463,0.32,Premium,E,VS2,61.7,58.0,702,4.38,4.41,2.71
28985,28986,0.41,Good,E,SI1,63.1,57.0,685,4.71,4.73,2.98
21543,21544,1.5,Very Good,G,SI1,61.5,59.0,9645,7.31,7.39,4.52
38689,38690,0.37,Ideal,E,VS2,62.0,57.0,1041,4.63,4.6,2.86
31340,31341,0.35,Very Good,F,VS1,61.9,56.0,760,4.5,4.53,2.79
14258,14259,1.25,Very Good,H,SI2,62.8,55.0,5775,6.82,6.87,4.3
18365,18366,0.37,Very Good,F,SI1,62.3,59.0,616,4.57,4.61,2.86
7134,7135,1.01,Ideal,J,SI2,61.9,55.0,4174,6.5,6.43,4.01
23078,23079,1.54,Premium,G,SI1,61.8,59.0,11107,7.32,7.37,4.54
27894,27895,0.32,Ideal,I,IF,61.7,55.0,655,4.4,4.42,2.72
44437,44438,0.51,Premium,E,VS2,62.5,60.0,1590,5.08,5.1,3.18
43973,43974,0.31,Ideal,H,VS2,61.5,54.0,518,4.35,4.4,2.69
4451,4452,0.9,Ideal,F,SI2,61.9,56.0,3619,6.18,6.23,3.84
2119,2120,0.91,Fair,E,SI2,64.5,60.0,3119,6.04,5.96,3.87
53088,53089,0.7,Ideal,D,SI1,62.5,56.0,2612,5.67,5.73,3.56
43093,43094,0.46,Ideal,H,IF,62.3,54.0,1382,4.94,4.98,3.09
45579,45580,0.52,Ideal,G,VS1,61.8,55.0,1689,5.17,5.21,3.21
27889,27890,0.3,Ideal,H,VVS1,61.2,57.0,655,4.3,4.39,2.66
28597,28598,0.3,Very Good,G,VS2,63.1,56.0,675,4.28,4.25,2.69
5078,5079,1.25,Premium,J,VS2,59.8,58.0,3751,7.02,6.96,4.18
42054,42055,0.38,Ideal,D,VVS1,60.7,57.0,1270,4.69,4.74,2.86
45527,45528,0.59,Ideal,D,SI1,62.1,56.0,1684,5.36,5.4,3.34
22428,22429,3.05,Premium,E,I1,60.9,58.0,10453,9.26,9.25,5.66
20384,20385,0.31,Premium,F,VS2,62.3,60.0,625,4.32,4.35,2.7
40748,40749,0.36,Ideal,H,IF,61.3,57.0,1163,4.59,4.61,2.82
5284,5285,1.0,Good,F,SI2,64.1,58.0,3799,6.35,6.26,4.04
21565,21566,1.77,Premium,G,SI2,62.7,59.0,9664,7.67,7.66,4.8
12965,12966,1.19,Very Good,J,SI1,60.0,57.0,5390,6.93,6.89,4.15
29862,29863,0.3,Ideal,D,VS2,62.2,55.0,710,4.29,4.33,2.68
40274,40275,0.31,Ideal,G,SI1,61.6,57.0,493,4.32,4.35,2.67
50792,50793,0.71,Ideal,F,SI2,62.2,56.0,2304,5.71,5.74,3.56
8484,8485,1.01,Fair,G,SI1,65.3,58.0,4417,6.14,6.2,4.03
33703,33704,0.3,Ideal,E,VVS1,61.6,55.0,838,4.34,4.36,2.68
52742,52743,0.51,Ideal,E,VVS2,62.4,59.0,2559,5.07,5.12,3.18
52853,52854,0.83,Fair,I,VS2,64.9,58.0,2577,5.9,5.84,3.81
47569,47570,0.51,Very Good,G,VVS2,62.9,57.0,1875,5.09,5.12,3.21
46050,46051,0.57,Very Good,E,VS2,60.7,58.0,1732,5.37,5.33,3.25
21245,21246,1.5,Good,H,SI1,61.0,59.0,9394,7.31,7.39,4.48
28845,28846,0.41,Very Good,E,SI2,62.9,58.0,683,4.74,4.77,2.99
50738,50739,0.58,Premium,G,VS2,62.2,58.0,2297,5.35,5.32,3.32
44013,44014,0.51,Premium,G,VS2,62.7,58.0,1546,5.12,5.09,3.2
51423,51424,0.85,Good,J,VS1,63.6,57.0,2372,6.01,5.94,3.8
16760,16761,1.06,Premium,F,VS2,61.8,60.0,6673,6.58,6.53,4.05
19912,19913,1.8,Premium,I,SI2,61.8,59.0,8457,7.9,7.8,4.85
38733,38734,0.4,Ideal,G,VVS1,62.4,54.0,1043,4.73,4.76,2.96
39095,39096,0.41,Premium,I,VVS2,62.1,58.0,1061,4.78,4.76,2.96
6294,6295,0.7,Ideal,F,VVS1,62.7,54.0,4021,5.66,5.7,3.56
28039,28040,0.41,Good,F,SI1,64.4,56.0,659,4.69,4.72,3.03
26390,26391,2.05,Premium,I,VS2,62.5,59.0,15897,8.07,8.12,5.06
2833,2834,0.8,Very Good,F,SI1,61.6,56.0,3267,5.96,6.0,3.68
8137,8138,1.01,Very Good,F,SI2,63.4,56.0,4355,6.4,6.34,4.04
41880,41881,0.46,Very Good,F,VS2,59.9,55.0,1258,5.06,5.08,3.04
36560,36561,0.4,Ideal,E,SI1,61.2,57.0,945,4.74,4.7,2.89
7739,7740,0.38,Ideal,I,SI1,62.3,56.0,581,4.58,4.63,2.87
28419,28420,0.43,Ideal,H,SI1,62.1,57.0,669,4.77,4.83,2.98
11683,11684,1.01,Fair,H,VS1,61.4,66.0,5062,6.34,6.24,3.87
35739,35740,0.3,Premium,D,VS2,61.1,59.0,911,4.31,4.26,2.62
47244,47245,0.65,Ideal,F,SI1,61.4,58.0,1841,5.56,5.5,3.39
50317,50318,0.71,Very Good,G,SI1,63.1,60.0,2240,5.6,5.69,3.56
47314,47315,0.23,Very Good,E,VVS2,61.5,59.0,530,3.95,3.98,2.44
19411,19412,1.51,Ideal,J,VS1,61.6,58.0,8067,7.35,7.43,4.55
42495,42496,0.51,Very Good,F,SI1,61.7,55.0,1320,5.14,5.16,3.18
20637,20638,1.51,Premium,J,VVS2,62.5,59.0,8930,7.34,7.29,4.57
49770,49771,0.5,Ideal,F,VVS2,62.2,54.0,2160,5.11,5.09,3.17
42060,42061,0.48,Premium,H,VS1,60.7,61.0,1270,5.04,5.01,3.05
37445,37446,0.51,Ideal,I,SI1,62.2,56.0,984,5.08,5.12,3.17
36096,36097,0.32,Ideal,F,VVS1,62.1,56.0,926,4.39,4.43,2.74
44122,44123,0.5,Very Good,E,VS2,62.8,60.0,1559,5.02,5.08,3.17
657,658,0.7,Very Good,E,VS2,58.9,60.0,2845,5.83,5.85,3.44
23531,23532,1.63,Premium,I,VS1,61.1,57.0,11534,7.7,7.58,4.67
51758,51759,0.65,Good,F,VS1,61.7,60.3,2406,5.53,5.57,3.42
19756,19757,1.72,Premium,J,SI1,61.7,58.0,8324,7.71,7.81,4.79
26417,26418,1.7,Premium,G,VS2,59.0,58.0,15941,7.85,7.8,4.62
46727,46728,0.7,Very Good,I,SI2,62.4,58.0,1795,5.64,5.68,3.53
51269,51270,0.72,Very Good,I,VS2,61.6,59.0,2359,5.71,5.75,3.53
31733,31734,0.31,Ideal,G,VVS1,62.4,56.0,772,4.33,4.36,2.71
569,570,0.56,Very Good,E,IF,61.0,59.0,2833,5.28,5.34,3.24
39599,39600,0.34,Ideal,E,VVS1,62.0,56.0,1084,4.52,4.48,2.79
12236,12237,1.01,Good,G,VS2,63.1,55.0,5199,6.36,6.38,4.02
39420,39421,0.41,Premium,F,VS1,60.8,58.0,1076,4.82,4.76,2.91
3608,3609,1.02,Good,H,SI2,58.6,64.0,3427,6.32,6.26,3.68
37293,37294,0.52,Very Good,I,SI1,62.5,59.0,978,5.06,5.12,3.18
50942,50943,0.56,Very Good,F,VVS1,61.7,56.0,2321,5.26,5.3,3.26
42324,42325,0.41,Ideal,F,VVS1,61.9,56.0,1295,4.77,4.79,2.96
22156,22157,1.58,Ideal,I,VS2,61.4,55.0,10197,7.49,7.55,4.62
19825,19826,1.07,Ideal,G,VVS2,62.4,54.0,8393,6.51,6.56,4.08
45502,45503,0.57,Good,F,VS2,60.0,61.0,1680,5.36,5.43,3.24
48048,48049,0.48,Ideal,F,VVS1,62.0,55.0,1926,4.99,5.04,3.11
32073,32074,0.36,Very Good,F,VS1,61.3,54.0,781,4.63,4.65,2.84
21067,21068,1.29,Ideal,G,VS2,61.3,57.0,9243,6.99,7.07,4.31
24759,24760,2.0,Very Good,J,VS2,60.7,59.0,13113,8.12,8.15,4.94
26992,26993,2.0,Very Good,I,VS2,63.1,60.0,17084,7.95,7.99,5.03
52620,52621,0.32,Very Good,D,SI1,62.9,56.0,550,4.38,4.4,2.76
15941,15942,2.03,Premium,G,I1,61.1,58.0,6377,8.11,8.06,4.94
46766,46767,0.5,Premium,E,VS1,60.4,60.0,1801,5.16,5.1,3.1
33869,33870,0.3,Ideal,E,VS2,62.0,56.0,844,4.34,4.31,2.68
53174,53175,0.71,Very Good,G,VS1,64.0,56.0,2630,5.65,5.67,3.62
30263,30264,0.36,Ideal,G,VS1,61.5,58.0,725,4.59,4.61,2.83
5695,5696,0.74,Ideal,E,VS1,62.2,55.0,3888,5.79,5.82,3.61
22604,22605,1.27,Ideal,F,VS2,61.0,54.0,10656,7.0,7.02,4.28
53424,53425,0.54,Ideal,D,VVS2,61.3,56.0,2671,5.22,5.26,3.21
35331,35332,0.32,Ideal,F,VVS1,62.0,55.0,898,4.41,4.43,2.74
9032,9033,0.41,Ideal,J,VS2,61.7,55.0,587,4.79,4.81,2.96
36695,36696,0.39,Ideal,G,VVS2,61.7,54.2,952,4.69,4.75,2.91
53241,53242,0.59,Ideal,E,VVS2,62.0,55.0,2643,5.36,5.41,3.34
40808,40809,0.51,Very Good,H,SI1,62.0,57.0,1170,5.11,5.19,3.19
40133,40134,0.41,Premium,H,VVS1,60.4,58.0,1115,4.85,4.79,2.91
6665,6666,1.11,Premium,G,SI1,60.9,59.0,4096,6.69,6.64,4.07
47357,47358,0.54,Ideal,H,VVS1,61.7,57.0,1846,5.23,5.24,3.23
52770,52771,0.73,Very Good,G,SI1,58.8,61.0,2564,5.87,5.93,3.47
643,644,0.71,Very Good,E,VS2,59.4,58.0,2843,5.76,5.82,3.44
6722,6723,0.31,Ideal,G,VS2,62.1,55.0,577,4.35,4.38,2.71
28140,28141,0.3,Ideal,G,VVS2,62.4,55.0,665,4.32,4.34,2.7
7568,7569,1.04,Premium,I,SI1,62.5,62.0,4252,6.45,6.39,4.01
1679,1680,0.7,Very Good,F,VVS2,58.5,60.0,3028,5.82,5.94,3.44
24046,24047,0.38,Ideal,D,SI2,61.1,56.0,633,4.65,4.71,2.86
51829,51830,0.7,Ideal,F,SI2,61.4,55.0,2421,5.73,5.77,3.53
19468,19469,1.34,Good,H,VS2,59.1,60.0,8109,7.15,7.19,4.24
30902,30903,0.39,Ideal,G,VS2,60.7,54.0,745,4.74,4.77,2.89
24191,24192,1.6,Very Good,H,VS1,61.2,58.6,12378,7.48,7.63,4.62
12633,12634,1.0,Premium,F,SI1,61.6,61.0,5292,6.37,6.3,3.9
24261,24262,1.58,Very Good,H,VS1,60.3,62.0,12483,7.53,7.57,4.55
51216,51217,0.7,Premium,G,SI1,62.8,58.0,2352,5.66,5.62,3.54
25768,25769,2.43,Premium,I,SI2,62.2,60.0,14727,8.59,8.53,5.33
35148,35149,0.43,Very Good,E,VS1,61.3,56.0,890,4.85,4.88,2.98
4722,4723,0.33,Premium,I,SI1,62.8,58.0,572,4.43,4.39,2.77
40788,40789,0.4,Ideal,F,VVS1,61.7,55.0,1168,4.77,4.79,2.95
3912,3913,0.78,Premium,E,VS2,62.8,60.0,3494,5.86,5.79,3.66
22800,22801,1.52,Premium,I,VVS2,61.6,58.0,10824,7.37,7.41,4.55
32963,32964,0.3,Ideal,F,SI1,62.5,57.0,461,4.27,4.31,2.68
3718,3719,0.9,Good,F,SI2,63.9,55.0,3453,6.15,6.12,3.92
17947,17948,1.51,Premium,J,SI1,60.6,57.0,7255,7.46,7.38,4.5
8448,8449,1.01,Premium,E,SI2,59.1,60.0,4412,6.57,6.55,3.88
32011,32012,0.31,Ideal,D,VVS2,60.1,56.0,777,4.43,4.46,2.67
46740,46741,0.55,Very Good,D,VS2,62.8,57.0,1799,5.24,5.27,3.3
1244,1245,0.79,Very Good,H,VS2,61.5,55.0,2945,5.89,5.94,3.64
9940,9941,1.01,Very Good,I,SI1,61.4,62.0,4693,6.39,6.45,3.94
49432,49433,0.73,Premium,H,SI1,62.2,57.0,2107,5.8,5.77,3.6
8817,8818,1.16,Good,F,SI2,63.7,63.0,4476,6.63,6.55,4.2
25576,25577,1.51,Ideal,F,VS2,63.0,55.0,14414,7.29,7.24,4.58
8541,8542,1.13,Premium,I,VS2,60.2,61.0,4430,6.74,6.71,4.05
49066,49067,0.7,Ideal,E,SI1,61.8,57.0,2058,5.71,5.68,3.52
51900,51901,0.7,Very Good,G,VS2,61.3,57.0,2433,5.66,5.7,3.48
52810,52811,0.71,Premium,I,VVS1,63.0,58.0,2572,5.68,5.66,3.57
18243,18244,1.01,Premium,F,VS1,60.4,59.0,7409,6.54,6.5,3.94
52355,52356,0.72,Ideal,G,SI2,61.8,56.0,2501,5.72,5.76,3.55
25161,25162,1.54,Very Good,F,VS2,60.8,58.0,13735,7.43,7.56,4.56
48114,48115,0.56,Premium,F,VS2,60.5,59.0,1935,5.42,5.33,3.25
8072,8073,1.01,Very Good,J,VS2,60.6,59.0,4337,6.42,6.45,3.9
52636,52637,0.24,Very Good,F,VVS2,62.3,58.0,552,3.95,3.98,2.47
7847,7848,1.01,Very Good,F,SI2,59.1,57.0,4304,6.57,6.62,3.9
41424,41425,0.54,Ideal,H,SI1,62.5,53.0,1227,5.22,5.25,3.27
16464,16465,1.28,Premium,H,SI1,62.7,58.0,6580,6.88,6.94,4.33
42421,42422,0.51,Premium,G,SI1,62.4,58.0,1312,5.13,5.07,3.18
14758,14759,1.01,Premium,D,SI1,62.8,60.0,5939,6.42,6.36,4.01
11090,11091,1.01,Good,E,SI1,56.9,61.0,4928,6.65,6.6,3.77
1792,1793,0.7,Very Good,D,VS2,62.5,55.0,3052,5.65,5.71,3.55
30658,30659,0.37,Ideal,E,VS2,61.0,56.0,737,4.62,4.66,2.83
33244,33245,0.34,Very Good,F,VVS2,61.9,57.0,825,4.48,4.52,2.78
25979,25980,2.22,Premium,I,SI2,62.9,59.0,15184,8.24,8.2,5.17
48847,48848,0.81,Fair,F,SI2,65.7,57.0,2031,5.8,5.75,3.79
37999,38000,0.43,Ideal,G,VS1,61.1,56.0,1008,4.9,4.86,2.98
16068,16069,1.2,Premium,H,VS2,62.8,58.0,6416,6.75,6.7,4.22
31458,31459,0.4,Premium,J,VS2,60.9,62.0,765,4.76,4.73,2.89
51919,51920,0.7,Very Good,F,VS2,60.5,58.0,2437,5.78,5.83,3.51
15604,15605,1.38,Ideal,J,SI1,61.8,56.0,6260,7.17,7.14,4.42
43942,43943,0.4,Ideal,H,SI2,61.6,56.0,516,4.73,4.75,2.92
7458,7459,0.9,Premium,H,VS1,62.4,58.0,4234,6.19,6.15,3.85
44584,44585,0.53,Very Good,E,VS2,61.4,55.0,1607,5.21,5.24,3.21
53788,53789,0.77,Ideal,F,SI2,61.3,56.0,2729,5.89,5.92,3.62
47929,47930,0.56,Ideal,E,VS2,60.7,57.0,1915,5.34,5.31,3.23
19451,19452,1.25,Premium,H,VS1,61.3,55.0,8099,6.96,6.93,4.26
988,989,0.73,Ideal,E,SI2,61.5,55.0,2896,5.82,5.86,3.59
29675,29676,0.28,Very Good,F,VVS1,61.5,56.0,707,4.24,4.27,2.61
36017,36018,0.39,Very Good,I,VS1,63.1,58.0,921,4.68,4.61,2.93
1836,1837,0.91,Good,I,SI2,57.9,60.0,3061,6.46,6.39,3.72
30965,30966,0.39,Premium,G,SI2,62.7,54.0,746,4.71,4.64,2.93
44506,44507,0.52,Ideal,F,VS2,62.5,54.0,1600,5.14,5.17,3.22
38695,38696,0.37,Premium,E,VS2,58.9,61.0,1041,4.68,4.66,2.75
8945,8946,1.01,Very Good,G,SI2,63.7,57.0,4498,6.3,6.35,4.03
5579,5580,0.91,Ideal,J,VS1,61.9,56.0,3863,6.19,6.22,3.85
3058,3059,0.38,Very Good,J,VS2,60.5,60.0,566,4.64,4.68,2.82
7365,7366,1.03,Very Good,F,SI2,61.1,59.0,4218,6.51,6.58,4.0
6864,6865,1.01,Fair,F,SI2,58.2,61.0,4127,6.48,6.52,3.78
25531,25532,2.28,Good,J,SI1,63.7,55.0,14350,8.35,8.28,5.3
51368,51369,0.73,Premium,I,VS2,59.7,59.0,2365,5.94,5.81,3.51
34676,34677,0.41,Good,D,VS2,63.8,55.0,873,4.7,4.73,3.01
10520,10521,1.04,Ideal,E,SI2,62.0,55.0,4804,6.48,6.51,4.03
6280,6281,1.01,Good,I,VS1,63.8,57.0,4016,6.31,6.23,4.0
22246,22247,1.5,Good,D,SI2,61.9,61.0,10302,7.31,7.38,4.55
53156,53157,0.93,Premium,E,I1,62.3,60.0,2624,6.2,6.23,3.87
22435,22436,1.0,Very Good,E,VVS1,62.7,54.0,10463,6.36,6.39,4.0
19305,19306,1.65,Very Good,H,SI2,63.4,59.0,8020,7.53,7.49,4.76
40097,40098,0.33,Ideal,G,VVS1,62.2,57.0,1114,4.46,4.41,2.76
17567,17568,1.16,Ideal,G,VS2,62.3,57.0,7074,6.66,6.72,4.17
51008,51009,0.74,Very Good,I,VS2,60.8,59.0,2327,5.83,5.85,3.55
26516,26517,2.12,Very Good,H,SI2,62.3,59.0,16151,8.15,8.19,5.09
30690,30691,0.4,Ideal,E,SI1,60.5,57.0,737,4.77,4.81,2.9
43864,43865,0.5,Ideal,G,VS2,60.9,58.0,1449,5.1,5.12,3.11
23856,23857,2.1,Fair,G,SI2,61.4,66.0,11946,8.26,8.19,5.05
33782,33783,0.4,Ideal,F,VS2,60.6,55.0,842,4.78,4.82,2.91
15654,15655,1.22,Very Good,G,SI1,63.4,57.0,6278,6.74,6.77,4.28
24373,24374,0.38,Ideal,H,SI1,61.2,55.1,637,4.69,4.73,2.88
24856,24857,2.0,Ideal,J,VS2,62.3,55.0,13263,8.03,8.06,5.01
38993,38994,0.34,Ideal,D,VVS2,61.3,56.0,1054,4.51,4.53,2.77
43139,43140,0.58,Good,G,SI1,63.8,56.0,1388,5.3,5.33,3.39
3572,3573,0.96,Very Good,D,SI2,60.2,63.0,3419,6.36,6.3,3.81
27974,27975,0.3,Ideal,E,VS2,61.3,57.0,658,4.29,4.33,2.64
38702,38703,0.37,Ideal,E,VS2,61.5,56.0,1041,4.62,4.59,2.83
33000,33001,0.44,Very Good,I,VS1,61.9,57.0,813,4.86,4.89,3.01
2334,2335,0.74,Premium,F,VS1,61.7,57.0,3170,5.85,5.79,3.59
29880,29881,0.3,Very Good,D,VS2,62.8,59.0,710,4.26,4.28,2.68
48677,48678,0.54,Ideal,D,VS1,62.1,57.0,2004,5.19,5.22,3.23
33102,33103,0.34,Good,E,VS2,57.0,61.0,816,6.65,4.61,2.64
33021,33022,0.3,Ideal,D,VVS2,61.7,57.0,814,4.33,4.36,2.68
50285,50286,0.31,Ideal,D,SI1,62.3,55.0,541,4.33,4.34,2.7
42844,42845,0.41,Ideal,F,VVS1,61.7,57.0,1356,4.8,4.77,2.95
51266,51267,0.76,Ideal,I,SI1,61.9,56.0,2358,5.85,5.88,3.63
25060,25061,1.62,Premium,G,VS2,62.3,58.0,13578,7.49,7.54,4.68
872,873,0.72,Very Good,E,VS2,58.3,57.0,2872,5.89,5.94,3.45
15921,15922,1.52,Premium,J,SI1,61.0,59.0,6367,7.41,7.35,4.5
10438,10439,0.91,Very Good,F,SI1,62.3,58.0,4785,6.14,6.19,3.84
22355,22356,0.31,Premium,H,VS2,62.5,54.0,628,4.39,4.35,2.73
42362,42363,0.61,Ideal,F,SI2,62.3,57.0,1303,5.38,5.44,3.37
12395,12396,1.13,Ideal,F,SI2,61.8,57.0,5232,6.71,6.68,4.14
53311,53312,0.72,Ideal,I,VS2,61.2,57.0,2650,5.75,5.79,3.53
21027,21028,1.52,Ideal,H,SI1,60.1,60.0,9235,7.5,7.42,4.48
21264,21265,1.51,Very Good,I,VVS2,61.9,56.0,9416,7.35,7.38,4.56
17892,17893,1.24,Ideal,H,VS1,63.0,56.0,7222,6.87,6.82,4.31
